fr_doc_number,title,publication_date,pdf_url,html_url,inferred_document_number,pdf_host,type,matched_term
98-21188,Application for Recertification of Prince William Sound Regional Citizens' Advisory Council,1998-08-07,https://www.govinfo.gov/content/pkg/FR-1998-08-07/pdf/98-21188.pdf,https://www.federalregister.gov/documents/1998/08/07/98-21188/application-for-recertification-of-prince-william-sound-regional-citizens-advisory-council,,www.govinfo.gov,Notice,policy letter
98-21190,Application for Recertification of Cook Inlet Regional Citizens' Advisory Council,1998-08-07,https://www.govinfo.gov/content/pkg/FR-1998-08-07/pdf/98-21190.pdf,https://www.federalregister.gov/documents/1998/08/07/98-21190/application-for-recertification-of-cook-inlet-regional-citizens-advisory-council,,www.govinfo.gov,Notice,policy letter
98-21549,Streamlined Inspection Program,1998-08-18,https://www.govinfo.gov/content/pkg/FR-1998-08-18/pdf/98-21549.pdf,https://www.federalregister.gov/documents/1998/08/18/98-21549/streamlined-inspection-program,,www.govinfo.gov,Rule,policy letter
98-25463,"Drawbridge Operation Regulation; Back Bay of Biloxi, MS",1998-09-23,https://www.govinfo.gov/content/pkg/FR-1998-09-23/pdf/98-25463.pdf,https://www.federalregister.gov/documents/1998/09/23/98-25463/drawbridge-operation-regulation-back-bay-of-biloxi-ms,,www.govinfo.gov,Proposed Rule,policy letter
98-25930,Technical Amendments; Organizational Changes; Miscellaneous Editorial Changes and Conforming Amendments,1998-09-30,https://www.govinfo.gov/content/pkg/FR-1998-09-30/pdf/98-25930.pdf,https://www.federalregister.gov/documents/1998/09/30/98-25930/technical-amendments-organizational-changes-miscellaneous-editorial-changes-and-conforming,,www.govinfo.gov,Rule,policy letter
98-25929,Lifesaving Equipment,1998-10-01,https://www.govinfo.gov/content/pkg/FR-1998-10-01/pdf/98-25929.pdf,https://www.federalregister.gov/documents/1998/10/01/98-25929/lifesaving-equipment,,www.govinfo.gov,Rule,policy letter
98-26578,Security for Passenger Vessels and Passenger Terminals,1998-10-06,https://www.govinfo.gov/content/pkg/FR-1998-10-06/pdf/98-26578.pdf,https://www.federalregister.gov/documents/1998/10/06/98-26578/security-for-passenger-vessels-and-passenger-terminals,,www.govinfo.gov,Rule,NMC Policy Letter
98-28035,Amendment of State Waters for Private Aids to Navigation in Wisconsin and Alabama,1998-10-20,https://www.govinfo.gov/content/pkg/FR-1998-10-20/pdf/98-28035.pdf,https://www.federalregister.gov/documents/1998/10/20/98-28035/amendment-of-state-waters-for-private-aids-to-navigation-in-wisconsin-and-alabama,,www.govinfo.gov,Rule,policy letter
98-29948,"Drawbridge Regulations; Atlantic Intracoastal Waterway, Florida",1998-11-09,https://www.govinfo.gov/content/pkg/FR-1998-11-09/pdf/98-29948.pdf,https://www.federalregister.gov/documents/1998/11/09/98-29948/drawbridge-regulations-atlantic-intracoastal-waterway-florida,,www.govinfo.gov,Rule,policy letter
98-33223,"Drawbridge Operation Regulations; Anacostia River, Washington, DC",1998-12-16,https://www.govinfo.gov/content/pkg/FR-1998-12-16/pdf/98-33223.pdf,https://www.federalregister.gov/documents/1998/12/16/98-33223/drawbridge-operation-regulations-anacostia-river-washington-dc,,www.govinfo.gov,Rule,policy letter
98-33848,"Drawbridge Operation Regulations: Taunton River, MA",1998-12-22,https://www.govinfo.gov/content/pkg/FR-1998-12-22/pdf/98-33848.pdf,https://www.federalregister.gov/documents/1998/12/22/98-33848/drawbridge-operation-regulations-taunton-river-ma,,www.govinfo.gov,Rule,policy letter
98-34135,Management Information System (MIS) Requirements,1998-12-24,https://www.govinfo.gov/content/pkg/FR-1998-12-24/pdf/98-34135.pdf,https://www.federalregister.gov/documents/1998/12/24/98-34135/management-information-system-mis-requirements,,www.govinfo.gov,Proposed Rule,policy letter
99-1879,Annual Certification of Cook Inlet Regional Citizens' Advisory Council,1999-01-27,https://www.govinfo.gov/content/pkg/FR-1999-01-27/pdf/99-1879.pdf,https://www.federalregister.gov/documents/1999/01/27/99-1879/annual-certification-of-cook-inlet-regional-citizens-advisory-council,,www.govinfo.gov,Notice,policy letter
99-1880,Annual Certification of Prince William Sound Regional Citizens' Advisory Council,1999-01-27,https://www.govinfo.gov/content/pkg/FR-1999-01-27/pdf/99-1880.pdf,https://www.federalregister.gov/documents/1999/01/27/99-1880/annual-certification-of-prince-william-sound-regional-citizens-advisory-council,,www.govinfo.gov,Notice,policy letter
99-2359,Maritime Course Approval Procedures,1999-02-02,https://www.govinfo.gov/content/pkg/FR-1999-02-02/pdf/99-2359.pdf,https://www.federalregister.gov/documents/1999/02/02/99-2359/maritime-course-approval-procedures,,www.govinfo.gov,Rule,NMC Policy Letter
99-3132,"Drawbridge Operation Regulation; Back Bay of Biloxi, MS",1999-02-09,https://www.govinfo.gov/content/pkg/FR-1999-02-09/pdf/99-3132.pdf,https://www.federalregister.gov/documents/1999/02/09/99-3132/drawbridge-operation-regulation-back-bay-of-biloxi-ms,,www.govinfo.gov,Rule,policy letter
99-3133,"Drawbridge Regulations: Grand Canal, FL",1999-02-09,https://www.govinfo.gov/content/pkg/FR-1999-02-09/pdf/99-3133.pdf,https://www.federalregister.gov/documents/1999/02/09/99-3133/drawbridge-regulations-grand-canal-fl,,www.govinfo.gov,Proposed Rule,policy letter
99-4697,Tank Vessel Response Plans for Hazardous Substances,1999-03-22,https://www.govinfo.gov/content/pkg/FR-1999-03-22/pdf/99-4697.pdf,https://www.federalregister.gov/documents/1999/03/22/99-4697/tank-vessel-response-plans-for-hazardous-substances,,www.govinfo.gov,Proposed Rule,NMC Policy Letter
99-8274,Response Plans for Marine Transportation-Related Facilities Handling Non-Petroleum Oils,1999-04-08,https://www.govinfo.gov/content/pkg/FR-1999-04-08/pdf/99-8274.pdf,https://www.federalregister.gov/documents/1999/04/08/99-8274/response-plans-for-marine-transportation-related-facilities-handling-non-petroleum-oils,,www.govinfo.gov,Proposed Rule,policy letter
99-10553,Management Information System (MIS) Requirements,1999-04-27,https://www.govinfo.gov/content/pkg/FR-1999-04-27/pdf/99-10553.pdf,https://www.federalregister.gov/documents/1999/04/27/99-10553/management-information-system-mis-requirements,,www.govinfo.gov,Rule,policy letter
99-11069,Claims and Effective Dates for the Award of Educational Assistance,1999-05-04,https://www.govinfo.gov/content/pkg/FR-1999-05-04/pdf/99-11069.pdf,https://www.federalregister.gov/documents/1999/05/04/99-11069/claims-and-effective-dates-for-the-award-of-educational-assistance,,www.govinfo.gov,Rule,policy letter
99-11685,"Security Zone: Dignitary Arrival/Departure New York, NY",1999-05-10,https://www.govinfo.gov/content/pkg/FR-1999-05-10/pdf/99-11685.pdf,https://www.federalregister.gov/documents/1999/05/10/99-11685/security-zone-dignitary-arrivaldeparture-new-york-ny,,www.govinfo.gov,Rule,policy letter
99-12750,"Rules of Practice, Procedure, and Evidence for Administrative Proceedings of the Coast Guard",1999-05-24,https://www.govinfo.gov/content/pkg/FR-1999-05-24/pdf/99-12750.pdf,https://www.federalregister.gov/documents/1999/05/24/99-12750/rules-of-practice-procedure-and-evidence-for-administrative-proceedings-of-the-coast-guard,,www.govinfo.gov,Rule,policy letter
99-13935,"Anchorage Ground; Safety Zone; Speed Limit; Tongass Narrows and Ketchikan, AK",1999-06-02,https://www.govinfo.gov/content/pkg/FR-1999-06-02/pdf/99-13935.pdf,https://www.federalregister.gov/documents/1999/06/02/99-13935/anchorage-ground-safety-zone-speed-limit-tongass-narrows-and-ketchikan-ak,,www.govinfo.gov,Rule,policy letter
99-14510,"Drawbridge Regulations; Grand Canal, Florida",1999-06-08,https://www.govinfo.gov/content/pkg/FR-1999-06-08/pdf/99-14510.pdf,https://www.federalregister.gov/documents/1999/06/08/99-14510/drawbridge-regulations-grand-canal-florida,,www.govinfo.gov,Rule,policy letter
99-15049,"Drawbridge Operations Regulation; Back Bay of Biloxi, MS",1999-06-15,https://www.govinfo.gov/content/pkg/FR-1999-06-15/pdf/99-15049.pdf,https://www.federalregister.gov/documents/1999/06/15/99-15049/drawbridge-operations-regulation-back-bay-of-biloxi-ms,,www.govinfo.gov,Rule,policy letter
99-15985,Year 2000 (Y2K) Reporting Requirements for Vessels and Marine Facilities,1999-06-23,https://www.govinfo.gov/content/pkg/FR-1999-06-23/pdf/99-15985.pdf,https://www.federalregister.gov/documents/1999/06/23/99-15985/year-2000-y2k-reporting-requirements-for-vessels-and-marine-facilities,,www.govinfo.gov,Rule,policy letter
99-17053,Adjustment of Fees for Issuing Numbers to Undocumented Vessels in Alaska,1999-07-06,https://www.govinfo.gov/content/pkg/FR-1999-07-06/pdf/99-17053.pdf,https://www.federalregister.gov/documents/1999/07/06/99-17053/adjustment-of-fees-for-issuing-numbers-to-undocumented-vessels-in-alaska,,www.govinfo.gov,Rule,policy letter
99-20955,"Drawbridge Operation Regulations: Shrewsbury River, NJ",1999-08-13,https://www.govinfo.gov/content/pkg/FR-1999-08-13/pdf/99-20955.pdf,https://www.federalregister.gov/documents/1999/08/13/99-20955/drawbridge-operation-regulations-shrewsbury-river-nj,,www.govinfo.gov,Rule,policy letter
99-23421,Barges Carrying Bulk Liquid Hazardous Material Cargoes,1999-09-09,https://www.govinfo.gov/content/pkg/FR-1999-09-09/pdf/99-23421.pdf,https://www.federalregister.gov/documents/1999/09/09/99-23421/barges-carrying-bulk-liquid-hazardous-material-cargoes,,www.govinfo.gov,Proposed Rule,policy letter
99-29024,"Frequency of Inspection, Alternate Hull Examination Program for Certain Passenger Vessels, and Underwater Surveys for Passenger, Nautical School, and Sailing School Vessels",1999-11-15,https://www.govinfo.gov/content/pkg/FR-1999-11-15/pdf/99-29024.pdf,https://www.federalregister.gov/documents/1999/11/15/99-29024/frequency-of-inspection-alternate-hull-examination-program-for-certain-passenger-vessels-and,,www.govinfo.gov,Proposed Rule,policy letter
99-29832,Licensing and Manning for Officers of Towing Vessels,1999-11-19,https://www.govinfo.gov/content/pkg/FR-1999-11-19/pdf/99-29832.pdf,https://www.federalregister.gov/documents/1999/11/19/99-29832/licensing-and-manning-for-officers-of-towing-vessels,,www.govinfo.gov,Rule,NMC Policy Letter
99-30895,Outer Continental Shelf Activities,1999-12-07,https://www.govinfo.gov/content/pkg/FR-1999-12-07/pdf/99-30895.pdf,https://www.federalregister.gov/documents/1999/12/07/99-30895/outer-continental-shelf-activities,,www.govinfo.gov,Proposed Rule,policy letter
00-1030,"Drawbridge Operations Regulations; Willamette River, OR",2000-01-18,https://www.govinfo.gov/content/pkg/FR-2000-01-18/pdf/00-1030.pdf,https://www.federalregister.gov/documents/2000/01/18/00-1030/drawbridge-operations-regulations-willamette-river-or,,www.govinfo.gov,Rule,policy letter
00-2637,Eligibility Criteria for the Montgomery GI Bill-Active Duty and Other Miscellaneous Issues,2000-02-07,https://www.govinfo.gov/content/pkg/FR-2000-02-07/pdf/00-2637.pdf,https://www.federalregister.gov/documents/2000/02/07/00-2637/eligibility-criteria-for-the-montgomery-gi-bill-active-duty-and-other-miscellaneous-issues,,www.govinfo.gov,Rule,policy letter
00-2812,Frequency of Inspection,2000-02-09,https://www.govinfo.gov/content/pkg/FR-2000-02-09/pdf/00-2812.pdf,https://www.federalregister.gov/documents/2000/02/09/00-2812/frequency-of-inspection,,www.govinfo.gov,Rule,policy letter
00-4777,Safety of Uninspected Passenger Vessels Under the Passenger Vessel Safety Act of 1993 (PVSA),2000-03-02,https://www.govinfo.gov/content/pkg/FR-2000-03-02/pdf/00-4777.pdf,https://www.federalregister.gov/documents/2000/03/02/00-4777/safety-of-uninspected-passenger-vessels-under-the-passenger-vessel-safety-act-of-1993-pvsa,,www.govinfo.gov,Proposed Rule,policy letter
00-7638,Marine Transportation-Related Facility Response Plans for Hazardous Substances,2000-03-31,https://www.govinfo.gov/content/pkg/FR-2000-03-31/pdf/00-7638.pdf,https://www.federalregister.gov/documents/2000/03/31/00-7638/marine-transportation-related-facility-response-plans-for-hazardous-substances,,www.govinfo.gov,Proposed Rule,NMC Policy Letter
00-10455,"Drawbridge Operation Regulations: Merrimack River, MA",2000-04-27,https://www.govinfo.gov/content/pkg/FR-2000-04-27/pdf/00-10455.pdf,https://www.federalregister.gov/documents/2000/04/27/00-10455/drawbridge-operation-regulations-merrimack-river-ma,,www.govinfo.gov,Rule,policy letter
00-10499,Safety of Uninspected Passenger Vessels Under the Passenger Vessel Safety Act of 1993 (PVSA),2000-04-28,https://www.govinfo.gov/content/pkg/FR-2000-04-28/pdf/00-10499.pdf,https://www.federalregister.gov/documents/2000/04/28/00-10499/safety-of-uninspected-passenger-vessels-under-the-passenger-vessel-safety-act-of-1993-pvsa,,www.govinfo.gov,Rule,policy letter
00-10941,Annual Certification of Prince William Sound Regional Citizen's Advisory Council,2000-05-03,https://www.govinfo.gov/content/pkg/FR-2000-05-03/pdf/00-10941.pdf,https://www.federalregister.gov/documents/2000/05/03/00-10941/annual-certification-of-prince-william-sound-regional-citizens-advisory-council,,www.govinfo.gov,Notice,policy letter
00-12147,"Drawbridge Operation Regulations; Elizabeth River, Eastern Branch, Norfolk, VA",2000-05-15,https://www.govinfo.gov/content/pkg/FR-2000-05-15/pdf/00-12147.pdf,https://www.federalregister.gov/documents/2000/05/15/00-12147/drawbridge-operation-regulations-elizabeth-river-eastern-branch-norfolk-va,,www.govinfo.gov,Proposed Rule,policy letter
00-12149,"OPSAIL 2000, Port of Hampton Roads, VA",2000-05-16,https://www.govinfo.gov/content/pkg/FR-2000-05-16/pdf/00-12149.pdf,https://www.federalregister.gov/documents/2000/05/16/00-12149/opsail-2000-port-of-hampton-roads-va,,www.govinfo.gov,Rule,policy letter
00-15009,"Temporary Regulations: OPSAIL 2000, Port of New London, CT",2000-06-14,https://www.govinfo.gov/content/pkg/FR-2000-06-14/pdf/00-15009.pdf,https://www.federalregister.gov/documents/2000/06/14/00-15009/temporary-regulations-opsail-2000-port-of-new-london-ct,,www.govinfo.gov,Rule,policy letter
00-16079,Response Plans for Marine Transportation-Related Facilities Handling Non-Petroleum Oils,2000-06-30,https://www.govinfo.gov/content/pkg/FR-2000-06-30/pdf/00-16079.pdf,https://www.federalregister.gov/documents/2000/06/30/00-16079/response-plans-for-marine-transportation-related-facilities-handling-non-petroleum-oils,,www.govinfo.gov,Rule,policy letter
00-16625,"Temporary Regulations: OPSAIL MAINE 2000, Portland, ME",2000-06-30,https://www.govinfo.gov/content/pkg/FR-2000-06-30/pdf/00-16625.pdf,https://www.federalregister.gov/documents/2000/06/30/00-16625/temporary-regulations-opsail-maine-2000-portland-me,,www.govinfo.gov,Rule,policy letter
00-19835,Certification of Navigation Lights for Uninspected Commercial Vessels and Recreational Vessels,2000-08-04,https://www.govinfo.gov/content/pkg/FR-2000-08-04/pdf/00-19835.pdf,https://www.federalregister.gov/documents/2000/08/04/00-19835/certification-of-navigation-lights-for-uninspected-commercial-vessels-and-recreational-vessels,,www.govinfo.gov,Proposed Rule,policy letter
00-19219,Pollution Prevention for Oceangoing Ships and Certain Vessels in Domestic Service,2000-08-08,https://www.govinfo.gov/content/pkg/FR-2000-08-08/pdf/00-19219.pdf,https://www.federalregister.gov/documents/2000/08/08/00-19219/pollution-prevention-for-oceangoing-ships-and-certain-vessels-in-domestic-service,,www.govinfo.gov,Proposed Rule,policy letter
00-24598,Technical Amendments; Organizational Changes; Miscellaneous Editorial Changes and Conforming Amendments,2000-09-29,https://www.govinfo.gov/content/pkg/FR-2000-09-29/pdf/00-24598.pdf,https://www.federalregister.gov/documents/2000/09/29/00-24598/technical-amendments-organizational-changes-miscellaneous-editorial-changes-and-conforming,,www.govinfo.gov,Rule,NMC Policy Letter
00-26774,Application for Recertification of Cook Inlet Regional Citizen's Advisory Council,2000-10-18,https://www.govinfo.gov/content/pkg/FR-2000-10-18/pdf/00-26774.pdf,https://www.federalregister.gov/documents/2000/10/18/00-26774/application-for-recertification-of-cook-inlet-regional-citizens-advisory-council,,www.govinfo.gov,Notice,policy letter
00-28387,"Noxious Liquid Substances, Obsolete Hazardous Materials in Bulk, and Current Hazardous Materials in Bulk",2000-11-08,https://www.govinfo.gov/content/pkg/FR-2000-11-08/pdf/00-28387.pdf,https://www.federalregister.gov/documents/2000/11/08/00-28387/noxious-liquid-substances-obsolete-hazardous-materials-in-bulk-and-current-hazardous-materials-in,,www.govinfo.gov,Rule,policy letter
